Country Name,Country Code,Series Name,Series Code,2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
India,IND,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.607627302,1.709121301,1.70187478,1.713881972,1.789997318,1.871823689,1.830078925,1.653299904,1.802062141,1.92281182
India,IND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,32.003,32.384,32.777,33.182,33.6,34.03,34.472,34.926,35.393,35.872
India,IND,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,577.2546216,610.1653718,622.339884,627.273531,648.0147183,668.3033702,666.9773475,632.2398285,676.8142935,727.9022001
India,IND,GDP per capita (current US$),NY.GDP.PCAP.CD,1432.843975,1553.883961,1583.998159,1707.508929,1950.104683,1966.254552,2041.428637,1907.042516,2239.613844,2347.448294
Philippines,PHL,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.954798182,1.002138153,1.074529342,1.136202587,1.254372781,1.290932531,1.334754958,1.211622667,1.287227915,1.321805599
Philippines,PHL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,45.903,46.093,46.284,46.475,46.682,46.907,47.149,47.408,47.684,47.977
Philippines,PHL,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,443.2697193,465.6258864,499.0707763,520.9808508,544.4751998,554.4982835,551.8665498,518.1567758,530.9879807,550.793804
Philippines,PHL,GDP per capita (current US$),NY.GDP.PCAP.CD,2781.279577,2866.838038,2909.85818,2985.19564,3038.12125,3168.510366,3400.789498,3227.579102,3484.385939,3548.069306
Viet Nam,VNM,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.800403131,1.950599075,2.162230813,2.387814049,2.420792373,2.949586532,3.488039818,3.589588132,3.447766333,3.259415781
Viet Nam,VNM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,32.429,33.115,33.809,34.51,35.213,35.919,36.628,37.34,38.052,38.766
Viet Nam,VNM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,674.6781651,745.6335318,679.445924,738.8795334,757.4799799,885.6468418,987.2714724,991.2812325,962.1995249,1023.057136
Viet Nam,VNM,GDP per capita (current US$),NY.GDP.PCAP.CD,2359.517365,2546.384645,2577.568853,2735.060438,2956.109921,3222.310031,3440.900254,3534.039535,3704.193559,4147.697772
Indonesia,IDN,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.856457769,1.951327933,1.957253132,1.916191466,2.003829799,2.2132714,2.338843803,2.162413586,2.237793601,2.355083578
Indonesia,IDN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,51.955,52.635,53.313,53.989,54.659,55.325,55.985,56.641,57.29,57.934
Indonesia,IDN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,696.1928077,704.653772,698.6607376,718.5795349,755.3513042,826.03866,844.8700394,848.4367662,896.8135349,953.6539285
Indonesia,IDN,GDP per capita (current US$),NY.GDP.PCAP.CD,3566.602845,3441.068085,3288.222697,3521.469435,3798.883262,3860.953531,4106.948562,3853.702888,4287.17314,4730.834848
Thailand,THA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,3.950864766,3.878392056,3.965614507,3.895124461,3.891777294,3.847028358,3.976937477,3.83072746,3.729278541,3.845649053
Thailand,THA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,46.193,46.943,47.694,48.448,49.2,49.949,50.692,51.43,52.163,52.889
Thailand,THA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1943.92304,1926.225826,1932.67391,1985.005309,1988.137815,1951.855636,1989.812342,1884.350737,1848.063361,1867.469683
Thailand,THA,GDP per capita (current US$),NY.GDP.PCAP.CD,6018.082447,5801.197892,5688.853354,5833.577156,6413.091825,7099.776501,7605.696578,6985.643939,7057.207548,6909.352818
China,CHN,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,7.9165359,7.957752832,7.810149363,7.785797203,7.905034038,8.249747926,8.418138867,8.519901495,8.936542171,8.870590614
China,CHN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.013,54.259,55.5,56.736,57.96,59.152,60.308,61.428,62.512,63.56
China,CHN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2137.325727,2177.550114,2175.154449,2149.20475,2215.91139,2310.877571,2397.968689,2465.969546,2623.799594,2676.48201
China,CHN,GDP per capita (current US$),NY.GDP.PCAP.CD,7147.035186,7781.065975,8175.332851,8254.868593,8979.676527,10085.66381,10342.90095,10627.4638,12887.43572,12970.60564
Malaysia,MYS,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,7.862517944,8.192060128,8.098172953,7.787692769,7.351561292,7.728767131,7.631655249,7.477034667,7.552400286,7.907148055
Malaysia,MYS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,72.93,73.577,74.213,74.84,75.447,76.036,76.607,77.16,77.696,78.214
Malaysia,MYS,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2869.769116,2879.923522,2706.926963,2759.172283,2617.764623,2839.452448,2878.298885,2722.603166,2793.499535,2867.096519
Malaysia,MYS,GDP per capita (current US$),NY.GDP.PCAP.CD,10713.64076,11013.31073,9648.679794,9476.534098,9862.548066,10901.802,10920.19176,9957.526267,10903.11164,11748.09193
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,
Last Updated: 10/07/2025,,,,,,,,,,,,,
