Country Name,Country Code,Series Name,Series Code,2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Pakistan,PAK,Urban population (% of total population),SP.URB.TOTL.IN.ZS,35.613,35.819,36.026,36.234,36.442,36.666,36.907,37.165,37.44,37.731
China,CHN,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,7.9165359,7.957752832,7.810149363,7.785797203,7.905034038,8.249747926,8.418138867,8.519901495,8.936542171,8.870590614
China,CHN,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,13080.82882,13968.58149,14856.78076,15772.76476,16757.97363,17806.79023,18820.5131,19215.15417,20843.29783,21499.38228
China,CHN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2137.325727,2177.550114,2175.154449,2149.20475,2215.91139,2310.877571,2397.968689,2465.969546,2623.799594,2676.48201
China,CHN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.013,54.259,55.5,56.736,57.96,59.152,60.308,61.428,62.512,63.56
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,
Last Updated: 10/07/2025,,,,,,,,,,,,,
